name,type,stats,description,colection,card_link
Castle,Enchantment,-,Untapped creatures you control get +0/+2.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/9/castle
Circle of Protection: Black,Enchantment,-,": The next time a black source of your choice would deal damage to you this turn, prevent that damage.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/10/circle-of-protection:-black
Circle of Protection: Blue,Enchantment,-,": The next time a blue source of your choice would deal damage to you this turn, prevent that damage.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/11/circle-of-protection:-blue
Circle of Protection: Green,Enchantment,-,": The next time a green source of your choice would deal damage to you this turn, prevent that damage.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/12/circle-of-protection:-green
Circle of Protection: Red,Enchantment,-,": The next time a red source of your choice would deal damage to you this turn, prevent that damage.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/13/circle-of-protection:-red
Circle of Protection: White,Enchantment,-,": The next time a white source of your choice would deal damage to you this turn, prevent that damage.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/14/circle-of-protection:-white
Consecrate Land,Enchantment | Aura,-,Enchant land Enchanted land has indestructible and can’t be enchanted by other Auras.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/15/consecrate-land
Conversion,Enchantment,-,"At the beginning of your upkeep, sacrifice Conversion unless you pay  . All Mountains are Plains.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/16/conversion
Crusade,Enchantment,-,White creatures get +1/+1.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/17/crusade
Death Ward,Instant,-,Regenerate target creature.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/18/death-ward
Disenchant,Instant,-,Destroy target artifact or enchantment.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/19/disenchant
Farmstead,Enchantment | Aura,-,"Enchant land Enchanted land has “At the beginning of your upkeep, you may pay  . If you do, you gain 1 life.”",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/20/farmstead
Green Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from green. This effect doesn’t remove Green Ward.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/21/green-ward
Guardian Angel,Instant,-,"Prevent the next X damage that would be dealt to any target this turn. Until end of turn, you may pay   any time you could cast an instant. If you do, prevent the next 1 damage that would be dealt to that permanent or player this turn.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/22/guardian-angel
Healing Salve,Instant,-,Choose one — • Target player gains 3 life. • Prevent the next 3 damage that would be dealt to any target this turn.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/23/healing-salve
Holy Armor,Enchantment | Aura,-,Enchant creature Enchanted creature gets +0/+2. : Enchanted creature gets +0/+1 until end of turn.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/24/holy-armor
Holy Strength,Enchantment | Aura,-,Enchant creature Enchanted creature gets +1/+2.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/25/holy-strength
Island Sanctuary,Enchantment,-,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can’t be attacked except by creatures with flying and/or islandwalk.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/26/island-sanctuary
Karma,Enchantment,-,"At the beginning of each player’s upkeep, Karma deals damage to that player equal to the number of Swamps they control.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/27/karma
Lance,Enchantment | Aura,-,Enchant creature Enchanted creature has first strike.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/28/lance
Mesa Pegasus,Creature | Pegasus,1/1,Flying; banding ,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/29/mesa-pegasus
Lifetap,Enchantment,-,"Whenever a Forest an opponent controls becomes tapped, you gain 1 life.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/62/lifetap
Lord of Atlantis,Creature | Merfolk,2/2,Other Merfolk get +1/+1 and have islandwalk. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/63/lord-of-atlantis
Magical Hack,Instant,-,Change the text of target spell or permanent by replacing all instances of one basic land type with another. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/64/magical-hack
Mahamoti Djinn,Creature | Djinn,5/6,Flying ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/65/mahamoti-djinn
Mana Short,Instant,-,Tap all lands target player controls and that player loses all unspent mana.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/66/mana-short
Merfolk of the Pearl Trident,Creature | Merfolk,1/1,-,Limited Edition Beta (LEB),https://scryfall.com/card/leb/67/merfolk-of-the-pearl-trident
Phantasmal Forces,Creature | Illusion,4/1,"Flying At the beginning of your upkeep, sacrifice Phantasmal Forces unless you pay  .",Limited Edition Beta (LEB),https://scryfall.com/card/leb/68/phantasmal-forces
Phantasmal Terrain,Enchantment | Aura,-,"Enchant land As Phantasmal Terrain enters the battlefield, choose a basic land type. Enchanted land is the chosen type.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/69/phantasmal-terrain
Phantom Monster,Creature | Illusion,3/3,Flying,Limited Edition Beta (LEB),https://scryfall.com/card/leb/70/phantom-monster
Pirate Ship,Creature | Human Pirate,4/3,"Pirate Ship can’t attack unless defending player controls an Island. : Pirate Ship deals 1 damage to any target. When you control no Islands, sacrifice Pirate Ship.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/71/pirate-ship
Power Leak,Enchantment | Aura,-,"Enchant enchantment At the beginning of the upkeep of enchanted enchantment’s controller, that player may pay any amount of mana. Power Leak deals 2 damage to that player. Prevent X of that damage, where X is the amount of mana that player paid this way.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/72/power-leak
Power Sink,Instant,-,"Counter target spell unless its controller pays  . If that player doesn’t, they tap all lands with mana abilities they control and lose all unspent mana.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/73/power-sink
Prodigal Sorcerer,Creature | Human Wizard,1/1,: Prodigal Sorcerer deals 1 damage to any target.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/74/prodigal-sorcerer
Psionic Blast,Instant,-,Psionic Blast deals 4 damage to any target and 2 damage to you.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/75/psionic-blast
Psychic Venom,Enchantment | Aura,-,"Enchant land Whenever enchanted land becomes tapped, Psychic Venom deals 2 damage to that land’s controller.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/76/psychic-venom
Sea Serpent,Creature | Serpent,5/5,"Sea Serpent can’t attack unless defending player controls an Island. When you control no Islands, sacrifice Sea Serpent.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/77/sea-serpent
Siren's Call,Instant,-,"Cast this spell only during an opponent’s turn, before attackers are declared. Creatures the active player controls attack this turn if able. At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn’t attack this turn. Ignore this effect for each creature the player didn’t control continuously since the beginning of the turn.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/78/sirens-call
Sleight of Mind,Instant,-,Change the text of target spell or permanent by replacing all instances of one color word with another. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/79/sleight-of-mind
Spell Blast,Instant,-,Counter target spell with mana value X. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/80/spell-blast
Stasis,Enchantment,-,"Players skip their untap steps. At the beginning of your upkeep, sacrifice Stasis unless you pay  .",Limited Edition Beta (LEB),https://scryfall.com/card/leb/81/stasis
Steal Artifact,Enchantment | Aura,-,Enchant artifact You control enchanted artifact.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/82/steal-artifact
Thoughtlace,Instant,-,Target spell or permanent becomes blue. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/83/thoughtlace
Time Walk,Sorcery,-,Take an extra turn after this one.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/84/time-walk
Timetwister,Sorcery,-,"Each player shuffles their hand and graveyard into their library, then draws seven cards. ",Limited Edition Beta (LEB),https://scryfall.com/card/leb/85/timetwister
Twiddle,Instant,-,"You may tap or untap target artifact, creature, or land.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/86/twiddle
Unsummon,Instant,-,Return target creature to its owner’s hand.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/87/unsummon
Vesuvan Doppelganger,Creature | Shapeshifter,0/0,"You may have Vesuvan Doppelganger enter the battlefield as a copy of any creature on the battlefield, except it doesn’t copy that creature’s color and it has “At the beginning of your upkeep, you may have this creature become a copy of target creature, except it doesn’t copy that creature’s color and it has this ability.”",Limited Edition Beta (LEB),https://scryfall.com/card/leb/88/vesuvan-doppelganger
Volcanic Eruption,Sorcery,-,Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains put into a graveyard this way.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/89/volcanic-eruption
Wall of Air,Creature | Wall,1/5,"Defender, flying ",Limited Edition Beta (LEB),https://scryfall.com/card/leb/90/wall-of-air
Wall of Water,Creature | Wall,0/5,Defender  : Wall of Water gets +1/+0 until end of turn.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/91/wall-of-water
Water Elemental,Creature | Elemental,5/4,-,Limited Edition Beta (LEB),https://scryfall.com/card/leb/92/water-elemental
Animate Dead,Enchantment | Aura,-,"Enchant creature card in a graveyard When Animate Dead enters the battlefield, if it’s on the battlefield, it loses “enchant creature card in a graveyard” and gains “enchant creature put onto the battlefield with Animate Dead.” Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature’s controller sacrifices it. Enchanted creature gets -1/-0.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/93/animate-dead
Nether Shadow,Creature | Spirit,1/1,"Haste At the beginning of your upkeep, if Nether Shadow is in your graveyard with three or more creature cards above it, you may put Nether Shadow onto the battlefield.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/116/nether-shadow
Nettling Imp,Creature | Imp,1/1,": Choose target non-Wall creature the active player has controlled continuously since the beginning of the turn. That creature attacks this turn if able. Destroy it at the beginning of the next end step if it didn’t attack this turn. Activate only during an opponent’s turn, before attackers are declared.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/117/nettling-imp
Nightmare,Creature | Nightmare Horse,*/*,Flying  Nightmare’s power and toughness are each equal to the number of Swamps you control.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/118/nightmare
Paralyze,Enchantment | Aura,-,"Enchant creature When Paralyze enters the battlefield, tap enchanted creature. Enchanted creature doesn’t untap during its controller’s untap step. At the beginning of the upkeep of enchanted creature’s controller, that player may pay  . If the player does, untap the creature.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/119/paralyze
Pestilence,Enchantment,-,"At the beginning of the end step, if no creatures are on the battlefield, sacrifice Pestilence. : Pestilence deals 1 damage to each creature and each player.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/120/pestilence
Plague Rats,Creature | Rat,*/*,Plague Rats’s power and toughness are each equal to the number of creatures named Plague Rats on the battlefield.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/121/plague-rats
